"Link_id";"Link_Direction";"Timestamp";"Speed";"UniqueEntries"
"14887505";"1";"2025-06-23 08:45:00.000";"21";"1"
"14887548";"1";"2025-06-22 17:15:00.000";"9";"1"
"14887589";"1";"2025-06-23 09:00:00.000";"23";"4"
"14887612";"1";"2025-06-23 08:00:00.000";"32";"1"
"14887612";"2";"2025-06-23 09:00:00.000";"35";"3"
"14887699";"1";"2025-06-23 09:00:00.000";"22";"3"
"14887702";"1";"2025-06-22 23:30:00.000";"13";"1"
"14887703";"1";"2025-06-23 08:45:00.000";"12";"1"
"14887704";"1";"2025-06-23 08:00:00.000";"36";"1"
"14887706";"1";"2025-06-23 08:00:00.000";"6";"1"
"14887718";"1";"2025-06-23 00:15:00.000";"37";"1"
"14887718";"2";"2025-06-22 15:45:00.000";"38";"1"
"14887720";"1";"2025-06-23 09:00:00.000";"12";"2"
"14887729";"1";"2025-06-23 08:45:00.000";"31";"1"
"14887771";"1";"2025-06-23 06:00:00.000";"23";"1"
"14887780";"2";"2025-06-23 09:00:00.000";"12";"2"
"14887782";"1";"2025-06-23 08:30:00.000";"31";"1"
"14887783";"1";"2025-06-23 09:00:00.000";"28";"1"
"14887790";"1";"2025-06-23 08:00:00.000";"28";"1"
"14887797";"1";"2025-06-22 21:15:00.000";"30";"1"
"14887807";"1";"2025-06-22 22:00:00.000";"27";"1"
"14887827";"1";"2025-06-23 08:15:00.000";"40";"1"
"14887827";"2";"2025-06-23 09:00:00.000";"34";"1"
"14887868";"1";"2025-06-23 08:45:00.000";"32";"1"
"14888059";"1";"2025-06-23 05:30:00.000";"20";"1"
"14888136";"1";"2025-06-23 09:00:00.000";"22";"2"
"14888327";"1";"2025-06-23 09:00:00.000";"18";"1"
"14888340";"1";"2025-06-23 09:00:00.000";"8";"1"
"14888352";"1";"2025-06-22 13:30:00.000";"24";"1"
"14888397";"1";"2025-06-23 09:00:00.000";"25";"1"
"14888434";"1";"2025-06-23 02:00:00.000";"11";"1"
"14888483";"1";"2025-06-22 22:15:00.000";"17";"1"
"14888697";"1";"2025-06-23 08:30:00.000";"44";"1"
"14888697";"2";"2025-06-23 09:00:00.000";"38";"1"
"14888749";"1";"2025-06-23 08:45:00.000";"88";"1"
"14888755";"1";"2025-06-23 09:00:00.000";"75";"4"
"14888874";"1";"2025-06-23 08:30:00.000";"28";"1"
"14888874";"2";"2025-06-22 13:30:00.000";"9";"1"
"14889522";"1";"2025-06-23 09:00:00.000";"25";"1"
"14889547";"1";"2025-06-23 09:00:00.000";"36";"1"
"14889553";"1";"2025-06-23 07:00:00.000";"29";"1"
"14889556";"1";"2025-06-23 08:30:00.000";"33";"1"
"14889577";"1";"2025-06-23 08:45:00.000";"28";"1"
"14889599";"1";"2025-06-23 08:15:00.000";"21";"1"
"14889611";"1";"2025-06-23 07:15:00.000";"14";"1"
"14889671";"1";"2025-06-23 08:30:00.000";"24";"1"
"14889688";"2";"2025-06-22 14:00:00.000";"23";"1"
"14889708";"1";"2025-06-23 09:00:00.000";"23";"3"
"14889718";"1";"2025-06-23 01:45:00.000";"20";"1"
"14889740";"2";"2025-06-23 09:00:00.000";"1";"1"
"14889784";"1";"2025-06-23 08:45:00.000";"29";"1"
"14889793";"1";"2025-06-23 08:00:00.000";"29";"1"
"14889825";"1";"2025-06-23 09:00:00.000";"1";"1"
"14889888";"1";"2025-06-23 08:30:00.000";"18";"1"
"14889926";"1";"2025-06-23 08:00:00.000";"11";"1"
